AccX,AccY,AccZ,VelX,VelY,VelZ,PosX,PosY,PosZ,QuatW,QuatI,QuatJ,QuatK
-0.29897828235898,0.36753888653698,-2.16159854932061,-0.00298573757769672,0.0017853211251772,-0.0205583320168798,0,0,0,0.475891259872126,-0.498258409291115,-0.600326089660573,-0.40604759871332
-0.30552655747793,0.329316987387422,-2.07287680149508,-0.00600592589007066,0.00526945178534264,-0.0417119431374496,-4.49583173388369e-05,3.52738645525992e-05,-0.000311351375771647,0.475899914983721,-0.498125375083608,-0.600363975404999,-0.406144652374259
-0.309514969599004,0.294371572319696,-1.98750912202141,-0.00907879763864472,0.00838774587442167,-0.0619951071215233,-0.000120381934982414,0.000103559852851421,-0.000829886627066511,0.475887804754908,-0.498023473403121,-0.60037848173306,-0.406262348608569
-0.309905650571017,0.264371378291463,-1.90519281299583,-0.0121735648526842,0.0111813119180209,-0.0814398511631008,-0.000226643747439058,0.000201405141813634,-0.00154706141848963,0.475855154947101,-0.497949866918769,-0.600376782899322,-0.406393307156148
-0.305163610938106,0.239955662324847,-1.82350481276356,-0.0152465752734192,0.0137027984116459,-0.100064573658389,-0.000363744448069576,0.000325825693461967,-0.00245458354259708,0.475802418501016,-0.497901114076617,-0.600366523704503,-0.406529920626782
-0.29396975401595,0.219972503799206,-1.73990059655168,-0.0182399062113789,0.0160022905328096,-0.117862835071457,-0.000531176855493566,0.000474351138184245,-0.00354422058624631,0.4757309856165,-0.497873393963785,-0.600353668328546,-0.406666430667436
-0.276195072208432,0.201619647833233,-1.65316915808683,-0.0210883944556902,0.0181101025815152,-0.13480941821114,-0.000727818358828912,0.000644913103755869,-0.00480758185265929,0.475644133836043,-0.49786212505327,-0.60034184651159,-0.40679924989097
-0.253152325117407,0.181723819889706,-1.56313604970324,-0.0237327955555088,0.0200266712106733,-0.150872178616582,-0.000951924308884907,0.000835596972716811,-0.00623598983679791,0.475547375695571,-0.497861576174419,-0.600332812710609,-0.406926355033864
-0.227149957801217,0.158215092204331,-1.47017604954556,-0.0261319710832913,0.0217262170616869,-0.166019973479317,-0.00120124814207891,0.00104436141407861,-0.0078204505972774,0.47544783046685,-0.497865068206818,-0.600327044855673,-0.407046893586773
-0.201075903731042,0.131102766475579,-1.37533328621103,-0.028270764504142,0.0231726576456299,-0.180228754524592,-0.00147326182001607,0.0012688557876152,-0.00955169423729695,0.475353041149681,-0.497865669924422,-0.600324204985459,-0.407161036801207
-0.17808331557146,0.102674710867299,-1.28055275712449,-0.0301642247138439,0.0243413963228877,-0.19348941910776,-0.001765436766106,0.00150642605745779,-0.0114202851054587,0.475269554579395,-0.497857173625381,-0.600323669043362,-0.407269661951349
-0.160869802871127,0.0768144248477807,-1.18867462117936,-0.0318566544192462,0.0252386932920066,-0.205816790365771,-0.00207554116177145,0.00175432650553226,-0.0134168161528264,0.475201614210165,-0.497835080036983,-0.600325204325371,-0.407373671201671
-0.150735353861631,0.0576857043065526,-1.10293908126977,-0.0334123443160994,0.0259110452283217,-0.217256093244508,-0.00240188615544818,0.0020100751981339,-0.0155321805708778,0.475150528801255,-0.497797166040881,-0.600329534056978,-0.407473197892189
-0.147106863163847,0.0482260369579764,-1.02611684907741,-0.0348992195144162,0.0264404552251877,-0.227882607262735,-0.00274344397460076,0.00227183270040144,-0.017757874073414,0.475114889730123,-0.497743451395087,-0.600338495057724,-0.407567159498734
-0.147732108226064,0.0490083055778824,-0.959642079845906,-0.0363710784845551,0.0269264782284105,-0.237792636273843,-0.00309979546459561,0.00253866736766944,-0.0200862502910969,0.475091392022317,-0.497675701002242,-0.600354700678399,-0.407653405764718
-0.149417458823258,0.0579510734918564,-0.90303771146441,-0.0378544904329911,0.0274611264143026,-0.247087269596886,-0.00347092330918335,0.002810605390883,-0.0225106498204505,0.47507593514083,-0.497596727336337,-0.600380674446216,-0.407729565454531
-0.149145068503581,0.0708803250835848,-0.853912928305975,-0.0393449671828147,0.0281051346977232,-0.255853257162229,-0.00385692059726237,0.00308843669644313,-0.0250253524542461,0.47506459774608,-0.49750978342791,-0.600417634940733,-0.407794442107842
-0.145128516242779,0.082685713519371,-0.808523307029338,-0.0408139992197359,0.0288728161812814,-0.264146672705397,-0.00425771542927513,0.00337332645083815,-0.0276253521035842,0.475054201080626,-0.497418196098211,-0.600464593578522,-0.40784913397558
-0.13714644720201,0.0888934902912113,-0.762699415018838,-0.0422230381501492,0.0297305634908778,-0.271984020682129,-0.00467290061612455,0.00366634334919895,-0.0303060055705218,0.475042564793694,-0.497325096788623,-0.600518432704611,-0.407896949878782
-0.126027103006591,0.087236337130067,-0.713111355238862,-0.0435365700143816,0.0306110639185276,-0.279344308899909,-0.00510169865694721,0.00396805148624598,-0.033062647218432,0.475028642635045,-0.497233049269112,-0.600574925698829,-0.407942204255325
-0.112986497598267,0.0784443068256105,-0.658564907840483,-0.0447293021305953,0.0314393184288494,-0.286183924581797,-0.00554302801767209,0.00427830339798286,-0.0358902883858406,0.475012474728335,-0.497143647367889,-0.600630077840825,-0.407988789462578
-0.0993233082485087,0.0657062192591265,-0.600505524455794,-0.0457885152730186,0.0321599223498165,-0.292460511109769,-0.00599561710469016,0.00459629960187619,-0.0387835105642984,0.474994847967296,-0.497057333842659,-0.600681198288404,-0.408039212944738
-0.0862957068712814,0.0530059828808512,-0.542253704970127,-0.0467142744618069,0.0327533346510599,-0.29815554162339,-0.00645813105336429,0.00492086588688057,-0.0417365908279642,0.474976837933626,-0.496973529697542,-0.600727395845514,-0.408094241673669
-0.0750084253884627,0.0432942638930377,-0.487405153296939,-0.047518459236295,0.0332346871754727,-0.303285070281217,-0.0069292947218548,0.00525080599601324,-0.0447437938874872,0.474959562701387,-0.496890930958688,-0.600769474434729,-0.408152980041719
-0.0662614071264318,0.0376145747911463,-0.438149083617131,-0.0482224725120589,0.0336390826594371,-0.307894075832279,-0.00740799938059657,0.00558517484518779,-0.0477996896180547,0.474944140509409,-0.496807881640688,-0.600809431323809,-0.408213203323744
-0.0602797359640399,0.0354524833063007,-0.394248928815951,-0.0488528423407006,0.0340042692404678,-0.312037300260935,-0.00789337595486036,0.00592339160468731,-0.0508993464985208,0.474931535240308,-0.496722822220775,-0.600849824074967,-0.408271923634719
-0.0564624171299256,0.0355819433743529,-0.353308267345465,-0.0494342172193599,0.0343592926644145,-0.315756320608234,-0.00838481125266067,0.00626520941421172,-0.0540383146028666,0.474922259259493,-0.496634652130911,-0.600893216795768,-0.408326109833186
-0.0534473085241015,0.0367175703555979,-0.312156014997671,-0.0499814299608194,0.0347206415236076,-0.319064876386441,-0.00888188948856156,0.00661060908515183,-0.05721242058784,0.474916252472897,-0.496542820443659,-0.600941736753354,-0.408373370374242
-0.0495022961133804,0.0378110889633776,-0.268451572227635,-0.0504938420971962,0.035093136110746,-0.321949148689058,-0.00938426584885164,0.0069596779733236,-0.0604174907132175,0.474913119070793,-0.496447188752599,-0.600996663386173,-0.408412449262727
-0.0430383305122795,0.0381470860305232,-0.221650756758174,-0.0509542093435139,0.0354727782762589,-0.324380894700479,-0.00989150610605519,0.00731250754525862,-0.0636491409301652,0.474912548703641,-0.496347822863806,-0.601058186371686,-0.408443345419841
-0.0331904862265748,0.0373935117844307,-0.172897590442228,-0.0513330175403975,0.0358503325558771,-0.326334870802972,-0.0104029422404747,0.0076691230994193,-0.0669027197576824,0.474914612003035,-0.496244877011874,-0.601125503952231,-0.408466965425179
-0.0202816841326925,0.0355700129101724,-0.124078855257131,-0.0515980425053833,0.0362150014698935,-0.32780098739796,-0.0109175975407037,0.00802944976954816,-0.0701733990486871,0.474919814761242,-0.49613864014406,-0.601197119808044,-0.408484568175669
-0.00584082323687951,0.0329085143707235,-0.0768320547173054,-0.0517263191554205,0.0365572453968415,-0.328786776314324,-0.0114342193490077,0.00839331100388183,-0.0734563378672485,0.474928992027093,-0.496029604323163,-0.601271138012747,-0.4084973717908
0.00784697097881648,0.0297316104021752,-0.0321034399410753,-0.0517139525299002,0.0368702973112494,-0.329312688154107,-0.0119514207074343,0.00876044871742229,-0.0767468351895907,0.474943079617023,-0.495918416827142,-0.60134553962927,-0.40850647111587
0.0185261243178756,0.0264890081766936,0.00983995393570991,-0.0515797511666061,0.0371512516946872,-0.329405239950625,-0.0124678892259168,0.00913055646245197,-0.0800404248301143,0.474962761588003,-0.495805773041235,-0.601418416458798,-0.408513033902069
0.0248424224925231,0.0237282238941557,0.0491111388540113,-0.0513605725457435,0.0374021891455848,-0.329091718853168,-0.0129825908444786,0.00950332366665333,-0.0833329096241333,0.474988076559848,-0.49569242623562,-0.601488032506342,-0.408518656183864
0.026783003886845,0.0217669213467435,0.0855403837256605,-0.0511001095270361,0.0376295161623328,-0.32839969560676,-0.0134948942548425,0.00987848219319291,-0.0866203666964329,0.475018241745936,-0.495579262212482,-0.601552843760161,-0.408525447233823
0.0254136722636654,0.0204917204306168,0.118307399106885,-0.0508367902594729,0.037840660661763,-0.327361691059089,-0.014004578753775,0.0102558330773134,-0.0898991736297622,0.475051952703107,-0.495467092076589,-0.601611828213047,-0.408535446511425
0.0222396592419278,0.0196132146118719,0.14670113239381,-0.0505961877151344,0.0380410366275189,-0.326017882768077,-0.014511743643648,0.0106352415637598,-0.093166071498898,0.475087907570404,-0.495356240504717,-0.601665000100829,-0.408549755509751
0.0187836463635629,0.0190580890019063,0.171317124949482,-0.0503887353002963,0.0382342444361312,-0.324409025847852,-0.0150166682587252,0.0110166179690781,-0.0964182060419776,0.475124908195403,-0.495246581071798,-0.601713500836374,-0.408568242109246
0.0165380328539611,0.0189666883834813,0.194064668748339,-0.0502097910173981,0.0384242196136016,-0.322563351245854,-0.0155196608903137,0.0113999102893267,-0.0996530679274461,0.475161336128433,-0.495138300864315,-0.601758938328688,-0.408590195437153
0.0168343367906756,0.0191915826613663,0.216686191787874,-0.0500405932823643,0.0386148622593692,-0.320490831309664,-0.0160209128118125,0.0117851056986916,-0.102868338840224,0.475194587687784,-0.495032803778827,-0.601802376953516,-0.4086153767398
0.0204743501329334,0.0189395550150513,0.239483789133395,-0.0498517139609356,0.0388053692382948,-0.318191215771549,-0.016520374348029,0.0121722068561799,-0.10606174907563,0.475221170745777,-0.494932921457242,-0.601843703686085,-0.408644586977766
0.027455925484781,0.0170616537976298,0.261703823147845,-0.0496097266960364,0.0389852265729016,-0.315666512076634,-0.0170176815513138,0.0125611598352359,-0.109231037714871,0.47523754312033,-0.494842218482672,-0.601881634220317,-0.408679525795433
0.0369784324706063,0.0127514374140863,0.282846732988318,-0.0492852190194489,0.0391341433195036,-0.312924993662444,-0.0175121562798913,0.0129517566846979,-0.112373995243566,0.475241195336952,-0.49476387109403,-0.601914121915595,-0.408722287076853
0.0477099522440481,0.0060518069917872,0.303152988874919,-0.048859441209065,0.0392280108320764,-0.309976229419619,-0.0180028795810338,0.0133435674554558,-0.115488501358976,0.475231489636247,-0.494699639906261,-0.601939019349297,-0.408774650045153
0.0581284154250234,-0.00214490083272062,0.322951617896168,-0.048327913483909,0.0392473966534152,-0.306826940752255,-0.0184888163544987,0.0137359444928833,-0.118572517209836,0.475210089355434,-0.494649084442151,-0.601954975589339,-0.408837206719962
0.0668016324561038,-0.010425320247488,0.341958649075945,-0.0477009273576928,0.0391843968385576,-0.303483623783886,-0.0189689605587067,0.0141281034603431,-0.121624070032517,0.475180833321331,-0.494609224037466,-0.601962207493915,-0.40890878186969
0.0726521786137397,-0.0173510306448463,0.359104162897153,-0.047001322415533,0.0390453663746393,-0.299959544090512,-0.0194424718075728,0.0145192522764091,-0.124641285871889,0.475148892451184,-0.494575078275381,-0.60196265347473,-0.408986534953141
0.0750879035025444,-0.0219439907511258,0.372760233846156,-0.0462602861181409,0.0388487425582029,-0.296281456473287,-0.0199087798502412,0.0149087228210733,-0.127622490874708,0.47511943554881,-0.494541078712529,-0.601959506674999,-0.409066493070772
0.0739262265133173,-0.0239595718706626,0.381179222078796,-0.045512879581251,0.0386190760356374,-0.292492993560153,-0.0203676456787382,0.0152960619140425,-0.130566363124875,0.475096315958377,-0.494502711438624,-0.601956520105088,-0.409144115007903
0.0693009118925174,-0.0240019758857994,0.383129969174183,-0.0447944080024112,0.0383791195873985,-0.28865268197038,-0.0208191821166565,0.0156810528921577,-0.133472091502527,0.475081247926139,-0.494457634430882,-0.601957431614846,-0.409214743314091
0.0617268474907521,-0.0233486153838417,0.378964081294709,-0.0441369333186843,0.0381422179215937,-0.284823446084526,-0.021263838823262,0.0160636595797027,-0.136339472142802,0.475073816979786,-0.494405837943926,-0.601965565863768,-0.409273983220941
0.0523728632437452,-0.0232647436829512,0.371519061678295,-0.0435640988782012,0.0379090024168032,-0.281052264736153,-0.0217023439842464,0.0164439156813946,-0.139168850696905,0.475072211673368,-0.494349034850967,-0.601983381625775,-0.409318254765272
0.0432571380537949,-0.0242678466428341,0.365260988626323,-0.0430836129849029,0.0376711907557177,-0.277349598851121,-0.0221355825435619,0.0168218166472572,-0.141960860014842,0.475074056610797,-0.494289889230966,-0.602011827565476,-0.409345704277786
0.0368437768984887,-0.025941215018334,0.363801759770019,-0.0426807725233308,0.0374199967379553,-0.27368551947563,-0.0225644044711031,0.0171972725847256,-0.144716035606475,0.475076966601972,-0.49423135065622,-0.602049873774227,-0.409357053586762
0.0351056479745201,-0.0271864485491499,0.368371911536003,-0.0423186895121552,0.0371542097106613,-0.270005885485592,-0.0229894017812805,0.0175701436169687,-0.147434492631282,0.475078848281798,-0.494176011892991,-0.6020946787321,-0.409355780498172
0.0388396354339605,-0.0268099545722755,0.378319097256023,-0.0419466272083022,0.0368840789855976,-0.266253664808123,-0.0234107283648828,0.01794033506045,-0.15011579038275,0.475077905234249,-0.494125674745483,-0.602142236164608,-0.409347687109925
0.047554240765727,-0.0244811941586139,0.392084090543972,-0.0415123219404931,0.0366274745324866,-0.262382883235614,-0.0238280231106268,0.0183078928280404,-0.152758973122969,0.475072453452145,-0.494081301583859,-0.602188094747553,-0.409340115234841
0.0594669111984599,-0.0213536815661223,0.407831701963684,-0.0409748802938616,0.0363981514444063,-0.258364538639567,-0.0242404591217985,0.0186730209579249,-0.155362710232345,0.475060939375572,-0.494043130834687,-0.602228094371317,-0.40934070296582
0.07162239598678,-0.0196078379903517,0.424064829185211,-0.0403170978711248,0.0361931951371674,-0.254186290350314,-0.0246469190126235,0.0190359776908327,-0.157925464377294,0.475042290776811,-0.494010776386657,-0.602259150911488,-0.409355700987229
0.0807636688259784,-0.0211275710737492,0.43999965419148,-0.0395528316602504,0.0359893693823903,-0.249847202299922,-0.0250462686602803,0.0193968905134305,-0.160445631840545,0.47501629277771,-0.49398342962033,-0.602279907883562,-0.409388330825423
0.0848279236616586,-0.0262002957868297,0.455264362346857,-0.0387225378110016,0.0357525813386309,-0.245352116583721,-0.0254376455076366,0.0197556002670356,-0.162921628434963,0.474983621596513,-0.493960209190208,-0.602290936965667,-0.409438027301868
0.0838317111745995,-0.0333481334797013,0.469040483719293,-0.0378769037500097,0.0354546904828416,-0.240711826719882,-0.0258206427154417,0.020111636626143,-0.165351948151482,0.474945569808838,-0.493940391497348,-0.602294358164871,-0.409501039667998
0.0793860747084464,-0.0404745932369951,0.479526124093527,-0.0370584789337838,0.0350854281398016,-0.235950228047309,-0.0261953196288606,0.0204643372192562,-0.167735258425317,0.474903864947822,-0.493923272973829,-0.602293260804362,-0.409571663402254
0.0735799210708594,-0.0460607613750068,0.484588734716026,-0.0362913130680767,0.034652602657285,-0.231110888119752,-0.0265620685888699,0.0208130273732417,-0.170070564006153,0.474860589018521,-0.493907912697856,-0.602291238667407,-0.409643330955005
0.0681161183726334,-0.0495830638701477,0.482938189014919,-0.0355804969840486,0.0341742348216027,-0.226254487867589,-0.0269214276391306,0.0211571615606361,-0.172357390886089,0.474817743093034,-0.49389330402764,-0.602291738076614,-0.409709869694824
0.0637260409857516,-0.0516174790636993,0.474587327763221,-0.0349189503004461,0.0336680833974769,-0.22144809465019,-0.027273924875553,0.0214963731517315,-0.174595903798678,0.474776597589193,-0.493878912533113,-0.602297182873773,-0.409766891828824
0.0599135911220064,-0.0538353412372619,0.460701380973672,-0.0342984162530967,0.0331406705865155,-0.216752885472996,-0.0276200117083208,0.0218304169216515,-0.176786908699294,0.474737617425977,-0.49386484507857,-0.602308499976401,-0.40981237200993
